"EXPERIMENT_NAME","ANALYSIS_ID","ANALYSIS_NAME","METRIC_NAME","METRIC_DESCRIPTION","METRIC_DESIRED_DIRECTION","ANALYZED_AT","TREATMENT_VARIANT_NAME","CONTROL_METRIC_VALUE","CONTROL_EXPOSURES","TREATMENT_METRIC_VALUE","TREATMENT_EXPOSURES","TREATMENT_METRIC_IMPACT_RELATIVE","TREATMENT_IMPACT_RELATIVE_LOWER","TREATMENT_IMPACT_RELATIVE_UPPER","TREATMENT_RELATIVE_GLOBAL_LIFT","TREATMENT_METRIC_IMPACT_ABSOLUTE","TREATMENT_IMPACT_ABSOLUTE_LOWER","TREATMENT_IMPACT_ABSOLUTE_UPPER","TREATMENT_ABSOLUTE_GLOBAL_LIFT","TREATMENT_P_VALUE","TREATMENT_LABEL","TREATMENT_METRIC_ID","TREATMENT_DESIRED_DIRECTION","TREATMENT_STAT_SIG"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","consumer_mto","Support tasks created by cx, identical to cxe_tasks_cx_pu, created for the company Core Cx metric pack. An increase in support inbounds detected during experiments is a strong signal that something about a feature is not working as intended. It is very likely leading to a negative Cx experience, and also leads to increased support cost (1 bps of MTO = $308K/support cost year). 

Wiki: https://doordash.atlassian.net/wiki/spaces/DATA/pages/2671738881/Customer+Experience+Support+Defects+Pillar+Metrics+Repo#MTO","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:39:07.410785000","no icon treatment",0.033537000000000000,10697229,0.033677000000000000,10377837,0.003167500000000000,-0.005095360000000000,0.011430350000000000,0.001524920000000000,0.000106230000000000,-0.000170880000000000,0.000383340000000000,0.001556720000000000,0.452450540000000000,"guardrail","f79c675a-60bc-4f2b-93f8-ee6ba9bd25f9","decrease","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","consumer_mto","Support tasks created by cx, identical to cxe_tasks_cx_pu, created for the company Core Cx metric pack. An increase in support inbounds detected during experiments is a strong signal that something about a feature is not working as intended. It is very likely leading to a negative Cx experience, and also leads to increased support cost (1 bps of MTO = $308K/support cost year). 

Wiki: https://doordash.atlassian.net/wiki/spaces/DATA/pages/2671738881/Customer+Experience+Support+Defects+Pillar+Metrics+Repo#MTO","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:39:07.402192000","icon treatment",0.033537000000000000,10697229,0.033724000000000000,10384642,0.004043660000000000,-0.003650320000000000,0.011737650000000000,0.001946730000000000,0.000135610000000000,-0.000122420000000000,0.000393650000000000,0.001987330000000000,0.302971440000000000,"guardrail","f79c675a-60bc-4f2b-93f8-ee6ba9bd25f9","decrease","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","consumer_order_frequency_l_28_d","Consumer order frequency","METRIC_DIRECTIONALITY_INCREASE","2025-08-09 02:40:39.864635000","no icon treatment",6.417133000000000000,7969135,6.416366000000000000,7729327,-0.000237770000000000,-0.001243880000000000,0.000768340000000000,-0.000111960000000000,-0.001525800000000000,-0.007982170000000000,0.004930560000000000,-0.000788900000000000,0.643228810000000000,"guardrail","e28dc4d0-97f9-42e0-bd64-b21d1c0ef732","increase","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","consumer_order_frequency_l_28_d","Consumer order frequency","METRIC_DIRECTIONALITY_INCREASE","2025-08-09 02:40:39.873391000","icon treatment",6.417133000000000000,7969135,6.422175000000000000,7734508,0.000639430000000000,-0.000364970000000000,0.001643830000000000,0.000301080000000000,0.004103280000000000,-0.002342080000000000,0.010548650000000000,0.002121570000000000,0.212117630000000000,"guardrail","e28dc4d0-97f9-42e0-bd64-b21d1c0ef732","increase","directional positive"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","consumers_mau","This metric represents the count of distinct consumers with 1+ deliveries.","METRIC_DIRECTIONALITY_INCREASE","2025-08-09 02:41:06.644775000","icon treatment",0.744972000000000000,10697229,0.744803000000000000,10384642,-0.000197150000000000,-0.000628080000000000,0.000233780000000000,-0.000101940000000000,-0.000146870000000000,-0.000467900000000000,0.000174160000000000,-0.000051960000000000,0.369896590000000000,"guardrail","0570627e-e15f-477b-8c1a-47a83a54f66b","increase","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","consumers_mau","This metric represents the count of distinct consumers with 1+ deliveries.","METRIC_DIRECTIONALITY_INCREASE","2025-08-09 02:41:06.637665000","no icon treatment",0.744972000000000000,10697229,0.744792000000000000,10377837,-0.000116380000000000,-0.000547500000000000,0.000314740000000000,-0.000060180000000000,-0.000086700000000000,-0.000407870000000000,0.000234470000000000,-0.000030670000000000,0.596747550000000000,"guardrail","0570627e-e15f-477b-8c1a-47a83a54f66b","increase","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","core_quality_aotw","the most recently veiwed store eta was ABOVE the most recent checkout page ETA preview range for the same store and dd_session_id","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:39:51.916536000","no icon treatment",0.036357560000000000,6855453,0.036405300000000000,6649713,0.001306100000000000,-0.002142210000000000,0.004754400000000000,0.000805250000000000,0.000047490000000000,-0.000077890000000000,0.000172860000000000,0.000028750000000000,0.457866290000000000,"\N","14f8229e-8780-4fd1-9e93-72fa0bf83e49","decrease","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","core_quality_aotw","the most recently veiwed store eta was ABOVE the most recent checkout page ETA preview range for the same store and dd_session_id","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:39:51.922224000","icon treatment",0.036357560000000000,6855453,0.036388700000000000,6656657,0.000901150000000000,-0.002544690000000000,0.004347000000000000,0.000555680000000000,0.000032760000000000,-0.000092520000000000,0.000158050000000000,0.000019840000000000,0.608254160000000000,"\N","14f8229e-8780-4fd1-9e93-72fa0bf83e49","decrease","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","core_quality_asap","the time from delivery creation to actual delivery for marketplace orders","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:39:56.988888000","no icon treatment",30.465266300000000000,6872820,30.480683520000000000,6667313,0.000418130000000000,0.000018720000000000,0.000817530000000000,0.000256750000000000,0.012738320000000000,0.000570360000000000,0.024906280000000000,0.007811030000000000,0.040185670000000000,"\N","3d0ede75-ba88-4945-93ec-3877716ff179","decrease","significant negative"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","core_quality_asap","the time from delivery creation to actual delivery for marketplace orders","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:39:56.994275000","icon treatment",30.465266300000000000,6872820,30.476756890000000000,6671705,0.000387380000000000,-0.000032060000000000,0.000806820000000000,0.000237920000000000,0.011801670000000000,-0.000976790000000000,0.024580130000000000,0.007238320000000000,0.070273460000000000,"\N","3d0ede75-ba88-4945-93ec-3877716ff179","decrease","directional negative"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","core_quality_botw","the most recently veiwed store eta was BELOW the most recent checkout page ETA preview range for the same store and dd_session_id","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:40:10.450983000","no icon treatment",0.079307150000000000,6855453,0.079434730000000000,6649713,0.001589290000000000,-0.000830400000000000,0.004008980000000000,0.000932160000000000,0.000126040000000000,-0.000065860000000000,0.000317940000000000,0.000076310000000000,0.197976980000000000,"\N","d5dffbd2-de1f-4296-9fa9-95bd87d24e49","decrease","directional negative"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","core_quality_botw","the most recently veiwed store eta was BELOW the most recent checkout page ETA preview range for the same store and dd_session_id","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:40:10.457030000","icon treatment",0.079307150000000000,6855453,0.079470050000000000,6656657,0.002093620000000000,-0.000327540000000000,0.004514790000000000,0.001228170000000000,0.000166040000000000,-0.000025980000000000,0.000358060000000000,0.000100540000000000,0.090110970000000000,"\N","d5dffbd2-de1f-4296-9fa9-95bd87d24e49","decrease","directional negative"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","core_quality_otw","the most recently veiwed store eta was OUTSIDE the most recent checkout page ETA preview range for the same store and dd_session_id","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:40:01.137361000","icon treatment",0.115719420000000000,6855453,0.115910850000000000,6656657,0.001688430000000000,-0.000191820000000000,0.003568680000000000,0.001005840000000000,0.000195380000000000,-0.000022200000000000,0.000412970000000000,0.000118310000000000,0.078406180000000000,"\N","a433f121-56c5-4292-845d-1836feb3f8cb","decrease","directional negative"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","core_quality_otw","the most recently veiwed store eta was OUTSIDE the most recent checkout page ETA preview range for the same store and dd_session_id","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:40:01.143596000","no icon treatment",0.115719420000000000,6855453,0.115891290000000000,6649713,0.001474530000000000,-0.000405180000000000,0.003354230000000000,0.000878260000000000,0.000170630000000000,-0.000046890000000000,0.000388150000000000,0.000103300000000000,0.124175610000000000,"\N","a433f121-56c5-4292-845d-1836feb3f8cb","decrease","directional negative"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_action_load_latency_android","percentage of android action loads that encountered load duration > SLO threshold","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:40:29.994435000","no icon treatment",0.007453310000000000,1444163,0.007484440000000000,1401408,0.003213830000000000,-0.009305900000000000,0.015733560000000000,0.001930530000000000,0.000023950000000000,-0.000069360000000000,0.000117270000000000,0.000014650000000000,0.614876150000000000,"guardrail","3745aeda-0ad8-4eab-8d62-e11adddf27ce","decrease","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_action_load_latency_android","percentage of android action loads that encountered load duration > SLO threshold","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:40:29.912278000","icon treatment",0.007453310000000000,1444163,0.007526690000000000,1402559,0.009820920000000000,-0.002397550000000000,0.022039390000000000,0.005895140000000000,0.000073200000000000,-0.000017870000000000,0.000164270000000000,0.000044740000000000,0.115170270000000000,"guardrail","3745aeda-0ad8-4eab-8d62-e11adddf27ce","decrease","directional negative"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_action_load_latency_ios","percentage of ios action loads that encountered load duration > SLO threshold","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:40:15.957017000","icon treatment",0.010952750000000000,6479256,0.010965540000000000,6288843,0.001189090000000000,-0.002904350000000000,0.005282520000000000,0.000698870000000000,0.000013020000000000,-0.000031810000000000,0.000057860000000000,0.000007790000000000,0.569123110000000000,"guardrail","587577e4-4600-48bc-959a-a7e8e75547e1","decrease","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_action_load_latency_ios","percentage of ios action loads that encountered load duration > SLO threshold","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:40:15.964759000","no icon treatment",0.010952750000000000,6479256,0.010952860000000000,6282662,0.000218680000000000,-0.003852410000000000,0.004289760000000000,0.000128510000000000,0.000002400000000000,-0.000042190000000000,0.000046980000000000,0.000001430000000000,0.916154330000000000,"guardrail","587577e4-4600-48bc-959a-a7e8e75547e1","decrease","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_action_load_latency_web","percentage of web action loads that encountered load duration > SLO threshold","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:40:35.734033000","no icon treatment",0.034363830000000000,455982,0.034482720000000000,442079,0.002679800000000000,-0.014867540000000000,0.020227150000000000,0.001349950000000000,0.000092090000000000,-0.000510910000000000,0.000695080000000000,0.000050900000000000,0.764693880000000000,"guardrail","8eec2d35-473a-4b92-89b8-2e72b0ed7d01","decrease","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_action_load_latency_web","percentage of web action loads that encountered load duration > SLO threshold","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:40:35.728296000","icon treatment",0.034363830000000000,455982,0.034469660000000000,440927,0.003243220000000000,-0.014884490000000000,0.021370930000000000,0.001635940000000000,0.000111450000000000,-0.000511490000000000,0.000734390000000000,0.000061690000000000,0.725846490000000000,"guardrail","8eec2d35-473a-4b92-89b8-2e72b0ed7d01","decrease","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_crash_android","percentage of android page loads that encountered crashes","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:41:03.344965000","icon treatment",0.000078980000000000,1750391,0.000081630000000000,1699383,0.032915430000000000,-0.032502620000000000,0.098333490000000000,0.014878040000000000,0.000002600000000000,-0.000002570000000000,0.000007770000000000,0.000001540000000000,0.324051680000000000,"\N","2ee3007b-b67e-4996-a54b-79aaa751d4cc","decrease","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_crash_android","percentage of android page loads that encountered crashes","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:41:03.338910000","no icon treatment",0.000078980000000000,1750391,0.000081240000000000,1698149,0.027550350000000000,-0.036656840000000000,0.091757550000000000,0.012459440000000000,0.000002180000000000,-0.000002900000000000,0.000007250000000000,0.000001290000000000,0.400352770000000000,"\N","2ee3007b-b67e-4996-a54b-79aaa751d4cc","decrease","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_crash_ios","percentage of ios page loads that encountered crashes","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:47:03.444137000","no icon treatment",0.000048960000000000,7686135,0.000049350000000000,7454677,0.008086130000000000,-0.012519760000000000,0.028692030000000000,0.000000000000000000,0.000000400000000000,-0.000000610000000000,0.000001400000000000,0.000000000000000000,0.441818640000000000,"\N","b4a4d3bd-237b-47a1-b4e9-902c2baebc6d","decrease","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_crash_ios","percentage of ios page loads that encountered crashes","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:47:03.439219000","icon treatment",0.000048960000000000,7686135,0.000049410000000000,7458895,0.008823660000000000,-0.011478430000000000,0.029125760000000000,0.000000000000000000,0.000000430000000000,-0.000000560000000000,0.000001430000000000,0.000000000000000000,0.394304810000000000,"\N","b4a4d3bd-237b-47a1-b4e9-902c2baebc6d","decrease","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_crash_web","percentage of web page loads that encountered crashes","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:39:39.724315000","no icon treatment",0.001756410000000000,517892,0.001782890000000000,502416,0.015372870000000000,-0.049761780000000000,0.080507520000000000,0.006272980000000000,0.000027000000000000,-0.000087400000000000,0.000141400000000000,0.000014590000000000,0.643662330000000000,"\N","26408dc9-3710-4ebb-bcdc-1a1de839c881","decrease","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_crash_web","percentage of web page loads that encountered crashes","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:39:39.717821000","icon treatment",0.001756410000000000,517892,0.001788030000000000,502945,0.017217560000000000,-0.075358230000000000,0.109793350000000000,0.007023050000000000,0.000030240000000000,-0.000132360000000000,0.000192840000000000,0.000016330000000000,0.715469160000000000,"\N","26408dc9-3710-4ebb-bcdc-1a1de839c881","decrease","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_hitch_android","percentage of android page with hitch rate > thresholds","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:39:35.232504000","icon treatment",0.062131520000000000,1743909,0.062033660000000000,1693120,-0.003069010000000000,-0.007248130000000000,0.001110110000000000,-0.001808510000000000,-0.000190680000000000,-0.000450340000000000,0.000068970000000000,-0.000115390000000000,0.150055530000000000,"\N","063b9b82-1a23-4e2b-90f4-4c2a6b12b97d","decrease","directional positive"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_hitch_android","percentage of android page with hitch rate > thresholds","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:39:35.143356000","no icon treatment",0.062131520000000000,1743909,0.062398800000000000,1691960,-0.000928250000000000,-0.005179420000000000,0.003322910000000000,-0.000547290000000000,-0.000057670000000000,-0.000321810000000000,0.000206460000000000,-0.000034920000000000,0.668677960000000000,"\N","063b9b82-1a23-4e2b-90f4-4c2a6b12b97d","decrease","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_hitch_ios","percentage of ios page with hitch rate > thresholds","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:41:37.066000000","no icon treatment",0.134879700000000000,7210081,0.134980300000000000,6992069,0.001108830000000000,-0.000041800000000000,0.002259460000000000,0.000669890000000000,0.000149560000000000,-0.000005640000000000,0.000304760000000000,0.000089940000000000,0.058922570000000000,"\N","08fa101d-2def-48cc-9c97-1be367bf37ef","decrease","directional negative"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_hitch_ios","percentage of ios page with hitch rate > thresholds","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:41:37.071488000","icon treatment",0.134879700000000000,7210081,0.134954170000000000,6997081,0.000701430000000000,-0.000443210000000000,0.001846070000000000,0.000423860000000000,0.000094610000000000,-0.000059780000000000,0.000249000000000000,0.000056910000000000,0.229731170000000000,"\N","08fa101d-2def-48cc-9c97-1be367bf37ef","decrease","directional negative"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_inp_web","percentage of web page with INP > thresholds","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:39:17.024279000","icon treatment",0.193117190000000000,400310,0.194507000000000000,388674,0.007580130000000000,-0.004709360000000000,0.019869610000000000,0.003238360000000000,0.001463850000000000,-0.000909460000000000,0.003837160000000000,0.000674780000000000,0.226700870000000000,"guardrail","b59274a5-03cc-4360-8a75-38a8c7156cce","decrease","directional negative"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_inp_web","percentage of web page with INP > thresholds","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:39:17.018474000","no icon treatment",0.193117190000000000,400310,0.192892250000000000,388740,-0.003914340000000000,-0.015012950000000000,0.007184280000000000,-0.001674460000000000,-0.000755930000000000,-0.002899260000000000,0.001387410000000000,-0.000348910000000000,0.489406410000000000,"guardrail","b59274a5-03cc-4360-8a75-38a8c7156cce","decrease","flat"
"enable_item_order_count_l30d_badge","42618d04-fef1-467c-92d5-63f96bc65157","enable_item_order_count_l30d_badge","cx_app_quality_page_action_error_android","percentage of android page actions that encountered unexpected error","METRIC_DIRECTIONALITY_DECREASE","2025-08-09 02:40:05.760665000","icon treatment",0.002171590000000000,1486463,0.002117560000000000,1443862,-0.024883380000000000,-0.048783310000000000,-0.000983460000000000,-0.015000200000000000,-0.000054040000000000,-0.000105940000000000,-0.000002140000000000,-0.000033330000000000,0.041289110000000000,"guardrail","1cd53ccf-da63-46b8-b5a1-07e8d3c13c68","decrease","significant positive"
